,Registeration_year,Name,Manufacturer,distance_travelled,fuel_used,gear_change,final_prices,years_old
646,2021,Mercedes-Benz E-Class Exclusive E 220d,Mercedes-Benz,11000,Diesel,Automatic,7601000,2
647,2015,,Maruti,25000,,,500000,8
648,2021,Mercedes-Benz GLC 200,Mercedes-Benz,15000,Petrol,Automatic,6100000,2
649,2012,Maruti Swift VDI,Maruti,80000,Diesel,Manual,350000,11
650,2018,Mahindra Marazzo M6 8Str,Mahindra,99000,Diesel,Manual,800000,5
651,2019,Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,70000,Petrol,Automatic,500000,4
652,2019,Mercedes-Benz C-Class Progressive C 200,Mercedes-Benz,28000,Petrol,Automatic,4250000,4
653,2016,Honda Jazz 1.2 V i VTEC,Honda,50000,Petrol,Manual,420000,7
654,2013,Mahindra Scorpio SLE BSIV,Mahindra,125000,Diesel,Manual,775000,10
655,2015,,Maruti,25000,,,500000,8
656,2009,Honda Civic 1.8 V AT,Honda,44000,Petrol,Automatic,320000,14
657,2017,Mercedes-Benz GLE 250d,Mercedes-Benz,49000,Diesel,Automatic,4400000,6
658,2012,Chevrolet Sail Hatchback LS ABS,Chevrolet,70000,Diesel,Manual,175000,11
659,2017,Maruti Baleno RS 1.0 Petrol,Maruti,70000,Petrol,Manual,600000,6
660,2021,Maruti S-Presso VXI Plus 2019-2022,Maruti,25000,Petrol,Manual,420000,2
661,2020,Mercedes-Benz GLC 220d 4MATIC,Mercedes-Benz,24000,Diesel,Automatic,5650000,3
662,2016,Toyota Etios 2014-2016 GD,Toyota,67000,Diesel,Manual,525000,7
663,2015,,Maruti,25000,,,500000,8
664,2021,Hyundai i20 Sportz IVT,Hyundai,17000,Petrol,Automatic,850000,2
665,2011,Hyundai Santro Xing GL Plus,Hyundai,155000,Petrol,Manual,275000,12
666,2014,Honda CR-V 2.4L 4WD AT,Honda,80000,Petrol,Automatic,840000,9
667,2020,Jeep Compass 2.0 Longitude Option,Jeep,22800,Diesel,Manual,1845000,3
668,2017,Nissan Terrano XL Plus 85 PS,Nissan,45804,Diesel,Manual,775000,6
669,2020,Ford Endeavour Titanium Plus 4X4,Ford,55000,Diesel,Automatic,3675000,3
670,2015,Toyota Corolla Altis VL AT,Toyota,57000,Petrol,Automatic,781000,8
671,2015,,Maruti,25000,,,500000,8
672,2022,Audi A4 Premium Plus,Audi,20000,Petrol,Automatic,4150000,1
673,2018,Mercedes-Benz GLA Class 200 Sport,Mercedes-Benz,12364,Petrol,Automatic,2975000,5
674,2022,Tata Tigor EV XZ Plus Dual Tone,Tata,4500,Electric,Automatic,1190000,1
675,2012,Land Rover Range Rover Evoque 2.2L Dynamic,Land,68000,Diesel,Automatic,1865000,11
676,2021,Kia Carnival Premium,Kia,22698,Diesel,Automatic,3010000,2
677,2016,Mercedes-Benz GLS 350d 4MATIC,Mercedes-Benz,80000,Diesel,Automatic,5200000,7
678,2022,Skoda Kushaq 1.0 TSI Style AT,Skoda,9000,Petrol,Automatic,1600000,1
679,2015,,Maruti,25000,,,500000,8
680,2017,Maruti Ertiga CNG VXI,Maruti,58000,CNG,Manual,830000,6
681,2019,Hyundai Verna VTVT 1.6 AT SX Plus,Hyundai,25120,Petrol,Automatic,1135000,4
682,2020,Maruti Alto 800 VXI,Maruti,15000,Petrol,Manual,385000,3
683,2009,Hyundai Verna CRDi SX,Hyundai,119000,Diesel,Manual,240000,14
684,2021,Toyota Innova Crysta 2.4 ZX 7 STR AT,Toyota,10000,Diesel,Automatic,3111000,2
685,2017,Mercedes-Benz GLC Prime 220d,Mercedes-Benz,45600,Diesel,Automatic,3850000,6
686,2021,Hyundai Venue SX Opt Dual Tone Diesel,Hyundai,14560,Diesel,Manual,1195000,2
687,2015,,Maruti,25000,,,500000,8
688,2019,Hyundai Creta 1.6 SX Automatic,Hyundai,25010,Petrol,Automatic,1525000,4
689,2013,Mercedes-Benz C-Class C 220 CDI BE Avantgare,Mercedes-Benz,34000,Diesel,Automatic,1150000,10
690,2015,Audi A6 35 TDI Premium,Audi,60800,Diesel,Automatic,1450000,8
691,2020,Maruti Vitara Brezza ZDi AMT,Maruti,28120,Diesel,Automatic,1015000,3
692,2010,Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),Fiat,70000,Diesel,Manual,225000,13
693,2015,Audi Q3 35 TDI Quattro Premium Plus,Audi,39356,Diesel,Automatic,1750000,8
694,2013,Volkswagen Polo GT TSI,Volkswagen,63100,Petrol,Automatic,540000,10
695,2015,,Maruti,25000,,,500000,8
696,2011,Maruti Alto Green LXi (CNG),Maruti,90000,CNG,Manual,165000,12
697,2016,Skoda Rapid 1.5 TDI AT Style Plus,Skoda,100000,Diesel,Automatic,625000,7
698,2021,Porsche Macan S,Porsche,2000,Petrol,Automatic,8500000,2
699,2019,Maruti Swift ZDI Plus,Maruti,80849,Diesel,Manual,775000,4
700,2016,Audi A3 35 TDI Premium Plus,Audi,34600,Diesel,Automatic,1300000,7
701,2017,Tata Tigor 1.2 Revotron XZ Option,Tata,120000,Petrol,Manual,400000,6
702,2018,Mercedes-Benz C-Class C 200 CGI Grand Edition,Mercedes-Benz,25000,Petrol,Automatic,3650000,5
703,2015,,Maruti,25000,,,500000,8
704,2015,Maruti Ciaz AT ZXi,Maruti,93000,Petrol,Automatic,525000,8
705,2010,Tata Manza Aura (ABS) Safire BS IV,Tata,60000,Petrol,Manual,130000,13
706,2009,Toyota Corolla Altis GL,Toyota,65000,Petrol,Manual,200000,14
707,2020,Audi Q2 Premium Plus I,Audi,6292,Petrol,Automatic,3300000,3
708,2016,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,57000,Diesel,Automatic,1025000,7
709,2022,Tata Nexon XZ Plus (O) Dark Edition,Tata,26455,Petrol,Manual,1300000,1
710,2011,Maruti Alto Green LXi (CNG),Maruti,90000,CNG,Manual,159000,12
711,2015,,Maruti,25000,,,500000,8
712,2013,Maruti Wagon R LXI CNG,Maruti,62000,CNG,Manual,315000,10
713,2003,Maruti Zen LXI,Maruti,56000,Petrol,Manual,100000,20
714,2015,Maruti Ertiga VXI CNG,Maruti,62000,CNG,Manual,660000,8
715,2017,Toyota Corolla Altis JS MT,Toyota,26000,Petrol,Manual,800000,6
716,2015,Audi Q5 3.0 TDI Quattro Technology,Audi,35000,Diesel,Automatic,2100000,8
717,2018,Ford Endeavour 3.2 Titanium AT 4X4,Ford,47000,Diesel,Automatic,3150000,5
718,2017,Jeep Compass 2.0 Longitude,Jeep,80000,Diesel,Manual,1465000,6
719,2015,,Maruti,25000,,,500000,8
720,2013,Honda City S,Honda,60000,Petrol,Manual,420000,10
721,2020,Mini 3 DOOR Cooper S,Mini,13000,Petrol,Automatic,3900000,3
722,2018,Isuzu D-Max High,Isuzu,20000,Diesel,Manual,1650000,5
723,2015,Honda Jazz 1.2 S AT i VTEC,Honda,79000,Petrol,Automatic,485000,8
724,2014,Ford Ecosport 1.5 DV5 MT Titanium,Ford,90000,Diesel,Manual,400000,9
725,2013,Jaguar XF 2.2 Litre Luxury,Jaguar,90000,Diesel,Automatic,1290000,10
726,2021,Tata Tigor XM,Tata,50000,Petrol,Manual,460000,2
727,2015,,Maruti,25000,,,500000,8
728,2013,Volkswagen Vento Petrol Comfortline,Volkswagen,50000,Petrol,Manual,325000,10
729,2013,Hyundai i20 Magna,Hyundai,68000,Petrol,Manual,395000,10
730,2017,Mini 3 DOOR John Cooper Works 2019-2020,Mini,40000,Petrol,Automatic,3450000,6
731,2019,Mahindra XUV300 W8 Option,Mahindra,53500,Petrol,Manual,1090000,4
732,2019,Honda Amaze S Petrol BSIV,Honda,27000,Petrol,Manual,525000,4
733,2017,Tata Tiago 1.2 Revotron XZA,Tata,12000,Petrol,Automatic,535000,6
734,2013,Mercedes-Benz C-Class 220 CDI AT,Mercedes-Benz,40000,Diesel,Automatic,1375000,10
735,2015,,Maruti,25000,,,500000,8
736,2017,Hyundai Creta 1.6 VTVT AT SX Plus,Hyundai,49400,Petrol,Automatic,925000,6
737,2012,Volkswagen Vento Petrol Trendline,Volkswagen,75000,Petrol,Manual,300000,11
738,2017,Volkswagen Ameo 1.0 MPI Comfortline,Volkswagen,68000,Petrol,Manual,490000,6
739,2020,Land Rover Range Rover Velar R-Dynamic S Petrol MY21,Land,38000,Petrol,Automatic,8500000,3
740,2018,Mini 3 DOOR Cooper S,Mini,5020,Petrol,Automatic,4375000,5
741,2020,Hyundai Aura SX Plus AMT,Hyundai,8900,Petrol,Automatic,785000,3
742,2018,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,23000,Petrol,Manual,450000,5
743,2015,,Maruti,25000,,,500000,8
744,2021,Mercedes-Benz GLC Coupe 300d 4MATIC,Mercedes-Benz,24900,Diesel,Automatic,7150000,2
745,2017,Maruti Ertiga CNG VXI BSIV,Maruti,60000,CNG,Manual,775000,6
746,2014,Hyundai i20 Sportz Option 1.2,Hyundai,40399,Petrol,Manual,415000,9
747,2016,Honda City i VTEC V,Honda,64000,Petrol,Manual,635000,7
748,2015,Mini Cooper S,Mini,20000,Petrol,Automatic,2425000,8
749,2022,Kia Sonet HTX Plus Turbo iMT,Kia,3456,Petrol,Manual,1268000,1
750,2009,Chevrolet Aveo 1.4 LT,Chevrolet,80000,Petrol,Manual,100000,14
751,2015,,Maruti,25000,,,500000,8
752,2015,Toyota Camry 2.5 G,Toyota,78741,Petrol,Automatic,1211000,8
753,2019,Mercedes-Benz GLC 220,Mercedes-Benz,30000,Diesel,Automatic,4400000,4
754,2018,Hyundai Creta 1.6 EX Petrol,Hyundai,54000,Petrol,Manual,885000,5
755,2021,Honda Amaze VX CVT Petrol,Honda,14079,Petrol,Automatic,884000,2
756,2021,Toyota Innova Crysta 2.4 G 7 STR,Toyota,38057,Diesel,Manual,2450000,2
757,2019,Lexus NX 300h Luxury,Lexus,27000,Petrol,Automatic,5790000,4
758,2018,Maruti Vitara Brezza ZDi,Maruti,100000,Diesel,Manual,850000,5
759,2015,,Maruti,25000,,,500000,8
760,2016,Honda BR-V i-VTEC V MT,Honda,61000,Petrol,Manual,650000,7
761,2011,Tata Indica Quadrajet LS,Tata,60000,Diesel,Manual,270000,12
762,2018,Mercedes-Benz C-Class C 200 CGI Grand Edition,Mercedes-Benz,28000,Petrol,Automatic,3650000,5
763,2012,Maruti Swift VXI,Maruti,45144,Petrol,Manual,345000,11
764,2017,Hyundai Creta 1.6 VTVT AT SX Plus,Hyundai,28258,Petrol,Automatic,1080000,6
765,2010,Hyundai i20 Asta Optional With Sunroof 1.2,Hyundai,56258,Petrol,Manual,280000,13
766,2017,Land Rover Discovery Sport Si4 HSE,Land,73000,Petrol,Automatic,3640000,6
767,2015,,Maruti,25000,,,500000,8
768,2015,Honda City i VTEC CVT SV,Honda,52000,Petrol,Automatic,645000,8
769,2009,Maruti Zen Estilo VXI BSIII,Maruti,50000,Petrol,Manual,125000,14
770,2012,Mahindra XUV500 W6 2WD,Mahindra,120000,Diesel,Manual,450000,11
771,2019,BMW 5 Series 530d M Sport,BMW,17100,Diesel,Automatic,5875000,4
772,2013,Chevrolet Sail LS ABS,Chevrolet,121454,Diesel,Manual,95000,10
773,2009,Honda City 1.5 V MT,Honda,41953,Petrol,Manual,300000,14
774,2010,Fiat Linea Active,Fiat,174243,Petrol,Manual,95000,13
775,2015,,Maruti,25000,,,500000,8
776,2015,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,66000,Diesel,Automatic,2495000,8
777,2015,Honda City i VTEC CVT VX,Honda,66000,Petrol,Automatic,735000,8
778,2017,Honda City i VTEC VX,Honda,39000,Petrol,Manual,775000,6
779,2013,Hyundai Grand i10 Asta,Hyundai,68000,Petrol,Manual,425000,10
780,2017,Mercedes-Benz S-Class S 350 CDI,Mercedes-Benz,18000,Diesel,Automatic,7150000,6
781,2012,Mercedes-Benz C-Class 220,Mercedes-Benz,39700,Diesel,Manual,1350000,11
782,2018,Maruti Baleno 1.2 Alpha,Maruti,31301,Petrol,Manual,535000,5
783,2015,,Maruti,25000,,,500000,8
784,2013,Skoda Rapid 1.6 TDI Elegance,Skoda,75000,Diesel,Manual,495000,10
785,2016,Audi A6 35 TDI,Audi,68000,Diesel,Automatic,2360000,7
786,2019,Mahindra XUV300 W8 Option Diesel BSIV,Mahindra,31406,Diesel,Manual,1066000,4
787,2018,Tata Nexon 1.5 Revotorq XZ Plus,Tata,66500,Diesel,Manual,835000,5
788,2017,Honda City i VTEC VX,Honda,41000,Petrol,Manual,800000,6
789,2015,BMW 5 Series 525d Luxury Line,BMW,65500,Diesel,Automatic,2575000,8
790,2016,Volkswagen Ameo 1.2 MPI Highline,Volkswagen,45194,Petrol,Manual,450000,7
791,2015,,Maruti,25000,,,500000,8
792,2017,Maruti Baleno 1.3 Delta,Maruti,55000,Diesel,Manual,665000,6
793,2016,Maruti Baleno 1.2 Zeta,Maruti,59767,Petrol,Manual,650000,7
794,2010,Maruti Swift VDI BSIV,Maruti,44521,Diesel,Manual,380000,13
795,2011,Mercedes-Benz C-Class 220,Mercedes-Benz,66000,Diesel,Manual,890000,12
796,2017,Ford Endeavour 3.2 Titanium AT 4X4,Ford,29000,Diesel,Automatic,2850000,6
797,2017,Maruti Swift Dzire LXI,Maruti,34000,Petrol,Manual,525000,6
798,2022,BMW X7 xDrive 40i,BMW,9000,Petrol,Automatic,95000,1
799,2015,,Maruti,25000,,,500000,8
800,2007,Maruti Swift VXI BSIII,Maruti,128578,Petrol,Manual,130000,16
801,2022,MG Astor Savvy CVT Red,MG,22760,Petrol,Automatic,1760000,1
802,2013,Maruti Swift VDI,Maruti,91000,Diesel,Manual,330000,10
803,2017,Toyota Camry 2.5 Hybrid,Toyota,47000,Petrol,Automatic,2290000,6
804,2013,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,150000,Diesel,Manual,775000,10
805,2010,Maruti Alto LXi BSIII,Maruti,90000,Petrol,Manual,170000,13
806,2020,Maruti S-Presso VXI CNG 2019-2020,Maruti,47000,CNG,Manual,500000,3
807,2015,,Maruti,25000,,,500000,8
808,2016,Mercedes-Benz GLE 250d,Mercedes-Benz,64000,Diesel,Automatic,3650000,7
809,2013,Skoda New Laura Ambiente 2.0 TDI CR MT,Skoda,49655,Diesel,Manual,599000,10
810,2015,Hyundai i20 Sportz 1.2,Hyundai,20667,Petrol,Manual,467000,8
811,2007,Maruti Wagon R LXI Minor Duo LPG,Maruti,80000,LPG,Manual,165000,16
812,2019,BMW 5 Series 520d Luxury Line,BMW,43000,Diesel,Automatic,4600000,4
813,2007,Maruti Wagon R LXI Minor,Maruti,80000,Petrol,Manual,95000,16
814,2016,Maruti Celerio VXI,Maruti,16665,Petrol,Manual,380000,7
815,2015,,Maruti,25000,,,500000,8
816,2015,Mahindra XUV500 W10 1.99 mHawk,Mahindra,133384,Diesel,Manual,850000,8
817,2021,Mercedes-Benz GLE 300d,Mercedes-Benz,42000,Diesel,Automatic,7450000,2
818,2008,Fiat Palio 1.1 SLX,Fiat,26737,Petrol,Manual,95000,15
819,2016,Skoda Octavia 1.8 TSI AT Style Plus,Skoda,90457,Petrol,Automatic,850000,7
820,2011,BMW 5 Series 520d Sedan,BMW,81428,Diesel,Automatic,900000,12
821,2020,BMW 6 Series GT 620d Luxury Line 2019-2021,BMW,50000,Diesel,Automatic,6050000,3
822,2021,Hyundai Venue SX Diesel,Hyundai,27265,Diesel,Manual,1100000,2
823,2015,,Maruti,25000,,,500000,8
824,2019,Datsun RediGO T Option,Datsun,40000,Petrol,Manual,270000,4
825,2021,Renault Triber RXT,Renault,28537,Petrol,Manual,670000,2
826,2021,Jaguar F-Pace 2.0 R-Dynamic S Diesel,Jaguar,9900,Diesel,Automatic,7250000,2
827,2020,Maruti XL6 Alpha AT,Maruti,39000,Petrol,Automatic,1150000,3
828,2014,Honda Mobilio V i-VTEC,Honda,25000,Petrol,Manual,575000,9
829,2010,Tata Manza Aura (ABS) Safire,Tata,60000,Petrol,Manual,130000,13
830,2020,BMW X5 xDrive 30d xLine,BMW,25000,Diesel,Automatic,8300000,3
831,2015,,Maruti,25000,,,500000,8
832,2016,Hyundai Verna 1.6 VTVT S,Hyundai,29000,Petrol,Manual,500000,7
833,2013,Renault Duster 110PS Diesel RxZ Pack,Renault,55000,Diesel,Manual,490000,10
834,2017,Mercedes-Benz E-Class Expression E 220d,Mercedes-Benz,18000,Diesel,Automatic,4700000,6
835,2018,Volvo XC 90 D5 Momentum BSIV,Volvo,55000,Diesel,Automatic,5375000,5
836,2020,Honda Amaze S Petrol,Honda,23346,Petrol,Manual,700000,3
837,2018,Mercedes-Benz GLS 350d 4MATIC,Mercedes-Benz,125000,Diesel,Automatic,6500000,5
838,2011,Hyundai Santro Xing GLS,Hyundai,66000,Petrol,Manual,210000,12
839,2015,,Maruti,25000,,,500000,8
840,2017,Mercedes-Benz GLS 400 4MATIC,Mercedes-Benz,80000,Petrol,Automatic,5990000,6
841,2019,Tata Tigor XZ Diesel,Tata,67000,Diesel,Manual,625000,4
842,2021,Hyundai i20 Magna,Hyundai,7500,Petrol,Manual,685000,2
843,2022,Renault Triber Limited Edition AT,Renault,5000,Petrol,Automatic,780000,1
844,2022,Audi Q7 Technology,Audi,2000,Petrol,Automatic,9500000,1
845,2020,Mercedes-Benz S-Class S 350 d,Mercedes-Benz,14000,Diesel,Automatic,95000,3
846,2016,Mahindra TUV 300 T6,Mahindra,127000,Diesel,Manual,625000,7
847,2015,,Maruti,25000,,,500000,8
848,2017,Maruti Ciaz 1.4 Sigma,Maruti,48000,Petrol,Manual,500000,6
849,2019,Volvo XC60 D5 Inscription,Volvo,34000,Diesel,Automatic,5450000,4
850,2019,Maruti Vitara Brezza VDi,Maruti,45000,Diesel,Manual,825000,4
851,2013,Audi A6 2.0 TDI Premium Plus,Audi,52000,Diesel,Automatic,1225000,10
852,2014,Mini Cooper 1.6,Mini,28000,Petrol,Automatic,2121000,9
853,2020,Kia Seltos GTX Plus DCT,Kia,25000,Petrol,Automatic,1740000,3
854,2018,Renault KWID 1.0 RXT Optional,Renault,13000,Petrol,Manual,375000,5
855,2015,,Maruti,25000,,,500000,8
856,2013,Honda Brio S MT,Honda,13000,Petrol,Manual,285000,10
857,2017,Tata Tiago 1.2 Revotron XZ,Tata,70000,Petrol,Manual,480000,6
858,2017,Mercedes-Benz GLE 350d,Mercedes-Benz,80000,Diesel,Automatic,4260000,6
859,2018,Maruti SX4 S Cross Zeta DDiS 200 SH,Maruti,73000,Diesel,Manual,875000,5
860,2019,Toyota Fortuner 2.8 AT Celebratory Edition,Toyota,60000,Diesel,Automatic,3351000,4
861,2013,Hyundai Verna 1.6 VTVT,Hyundai,18000,Petrol,Manual,475000,10
862,2017,Skoda Superb Style 1.8 TSI AT,Skoda,54000,Petrol,Automatic,2175000,6
863,2015,,Maruti,25000,,,500000,8
864,2014,Honda Mobilio V i-DTEC,Honda,54000,Diesel,Manual,550000,9
865,2018,Hyundai Grand i10 1.2 CRDi Magna,Hyundai,81000,Diesel,Manual,495000,5
866,2014,Hyundai Xcent 1.1 CRDi S,Hyundai,110000,Diesel,Manual,400000,9
867,2020,Mercedes-Benz E-Class Expression E 220 d BSIV,Mercedes-Benz,17000,Diesel,Automatic,5800000,3
868,2015,Mahindra Xylo H8 ABS,Mahindra,55000,Diesel,Manual,575000,8
869,2015,Maruti Wagon R VXI AMT,Maruti,25326,Petrol,Automatic,420000,8
870,2012,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,55000,Diesel,Manual,340000,11
871,2015,,Maruti,25000,,,500000,8
872,2017,Mercedes-Benz E-Class Exclusive E 220 d BSIV,Mercedes-Benz,43000,Diesel,Automatic,3850000,6
873,2014,Hyundai Xcent 1.2 Kappa S,Hyundai,32700,Petrol,Manual,490000,9
874,2021,Honda City i-VTEC CVT ZX,Honda,7800,Petrol,Automatic,1575000,2
875,2012,Honda City V AT,Honda,40000,Petrol,Automatic,475000,11
876,2014,Mercedes-Benz S-Class S 350 d,Mercedes-Benz,13000,Diesel,Automatic,4775000,9
877,2017,BMW X1 sDrive 20d Sportline,BMW,78129,Diesel,Automatic,2595000,6
878,2013,Toyota Fortuner 4x4 MT,Toyota,79000,Diesel,Manual,1750000,10
879,2015,,Maruti,25000,,,500000,8
880,2007,Maruti Wagon R LXI Minor,Maruti,120000,Petrol,Manual,125000,16
881,2022,Mercedes-Benz C-Class C 220d,Mercedes-Benz,4000,Diesel,Automatic,6200000,1
882,2013,Chevrolet Cruze LTZ,Chevrolet,62000,Diesel,Manual,670000,10
883,2013,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,135000,Petrol,Manual,470000,10
884,2021,Tata Altroz XZ Plus Turbo,Tata,18564,Petrol,Manual,920000,2
885,2015,Land Rover Range Rover Evoque 2.0 TD4 HSE,Land,58000,Diesel,Automatic,2800000,8
886,2009,Ford Fiesta 1.6 SXI ABS Duratec,Ford,70000,Petrol,Manual,250000,14
887,2015,,Maruti,25000,,,500000,8
888,2010,Honda City 1.5 V MT,Honda,77000,Petrol,Manual,325000,13
889,2017,Maruti Baleno Zeta,Maruti,36058,Petrol,Manual,650000,6
890,2011,Honda Accord 2.4 MT,Honda,47000,Petrol,Manual,365000,12
891,2014,Maruti Celerio VXI AT,Maruti,63000,Petrol,Automatic,385000,9
892,2014,Honda Amaze S AT i-Vtech,Honda,38719,Petrol,Automatic,450000,9
893,2012,Hyundai i10 Sportz,Hyundai,31000,Petrol,Manual,270000,11
894,2018,Jeep Compass 1.4 Limited Option,Jeep,44500,Petrol,Automatic,1475000,5
895,2015,,Maruti,25000,,,500000,8
896,2011,Maruti Ritz ZXI,Maruti,37000,Petrol,Manual,300000,12
897,2019,Honda City V CVT,Honda,38000,Petrol,Automatic,950000,4
898,2015,Mahindra Scorpio 1.99 S10,Mahindra,120000,Diesel,Manual,900000,8
899,2021,Audi A6 45 TFSI Technology with Matrix,Audi,20000,Petrol,Automatic,5600000,2
900,2020,Mahindra Bolero B4,Mahindra,110000,Diesel,Manual,640000,3
901,2015,Hyundai Creta 1.6 CRDi SX,Hyundai,64000,Diesel,Manual,825000,8
902,2015,Honda Brio VX AT,Honda,37715,Petrol,Automatic,450000,8
903,2015,,Maruti,25000,,,500000,8
904,2021,Jeep Compass Model S 4X4 Diesel AT,Jeep,14000,Diesel,Automatic,2950000,2
905,2010,Maruti A-Star Vxi,Maruti,24750,Petrol,Manual,175000,13
906,2010,Hyundai i10 Sportz,Hyundai,110000,Petrol,Manual,220000,13
907,2022,Mahindra XUV300 W8 Option,Mahindra,20000,Petrol,Manual,1150000,1
908,2018,Volvo S90 D4 Inscription BSIV,Volvo,20000,Diesel,Automatic,4475000,5
909,2019,Maruti Celerio X AMT VXI BSIV,Maruti,50000,Petrol,Automatic,400000,4
910,2021,Maruti Super Carry STD,Maruti,5000,Petrol,Manual,478000,2
911,2015,,Maruti,25000,,,500000,8
912,2012,Volkswagen Vento Diesel Highline,Volkswagen,180000,Diesel,Manual,450000,11
913,2020,Jaguar XF 2.0 Petrol Prestige,Jaguar,7500,Petrol,Automatic,4700000,3
914,2014,Maruti Swift Dzire LDI,Maruti,40000,Diesel,Manual,310000,9
915,2019,Ford Freestyle Titanium Plus Petrol BSIV,Ford,20000,Petrol,Manual,585000,4
916,2011,Maruti SX4 ZDI,Maruti,80000,Diesel,Manual,225000,12
917,2016,Maserati Ghibli Diesel BSIV,Maserati,12000,Diesel,Automatic,6600000,7
918,2008,Maruti 800 AC,Maruti,28281,Petrol,Manual,95000,15
919,2015,,Maruti,25000,,,500000,8
920,2015,Maruti Wagon R CNG LXI BSIV,Maruti,65000,CNG,Manual,375000,8
921,2009,Fiat Punto 1.3 Emotion,Fiat,120000,Diesel,Manual,120000,14
922,2015,Mercedes-Benz S-Class S 500 L,Mercedes-Benz,70000,Petrol,Automatic,4900000,8
923,2013,Tata Sumo Gold GX,Tata,120000,Diesel,Manual,200000,10
924,2016,Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,52123,Petrol,Manual,445000,7
925,2015,Tata Safari Storme VX,Tata,90000,Diesel,Manual,700000,8
926,2021,Mahindra XUV500 W11 Option AWD,Mahindra,14000,Diesel,Manual,2050000,2
927,2015,,Maruti,25000,,,500000,8
928,2011,Volkswagen Vento IPL II Petrol Highline,Volkswagen,90000,Petrol,Manual,310000,12
929,2013,Maruti Wagon R VXI BS IV,Maruti,56853,Petrol,Manual,240000,10
930,2011,Maruti Swift VDI,Maruti,130000,Diesel,Manual,265000,12
931,2020,Mercedes-Benz GLS 400d 4MATIC,Mercedes-Benz,18000,Diesel,Automatic,95000,3
932,2014,Hyundai i10 Sportz 1.1L,Hyundai,50000,Petrol,Manual,270000,9
933,2000,Maruti 800 DX 5 Speed,Maruti,50000,Petrol,Manual,95000,23
934,2020,Hyundai Grand i10 Nios Sportz,Hyundai,10000,Petrol,Manual,625000,3
935,2015,,Maruti,25000,,,500000,8
936,2019,Jeep Compass 2.0 Sport Plus BSIV,Jeep,62000,Diesel,Manual,1575000,4
937,2000,Maruti Zen LX - BS III,Maruti,70000,Petrol,Manual,95000,23
938,2017,Maruti Swift VDI Glory Limited Edition,Maruti,120000,Diesel,Manual,500000,6
939,2015,Maruti Swift VDI Optional,Maruti,80000,Diesel,Manual,395000,8
940,2019,BMW 5 Series 520d Luxury Line,BMW,29000,Diesel,Automatic,4800000,4
941,2017,Maruti Swift Dzire AMT ZXI,Maruti,25000,Petrol,Automatic,695000,6
942,2019,Hyundai Xcent 1.2 CRDi E,Hyundai,70000,Diesel,Manual,470000,4
943,2015,,Maruti,25000,,,500000,8
944,2010,Maruti Alto K10 2010-2014 VXI,Maruti,70000,Petrol,Manual,175000,13
945,2021,Kia Seltos HTX IVT G,Kia,28000,Petrol,Automatic,1650000,2
946,2012,Tata Nano Lx BSIV,Tata,30000,Petrol,Manual,95000,11
947,2012,Tata Safari Storme VX,Tata,70000,Diesel,Manual,298000,11
948,2014,Maruti Swift Dzire VDI,Maruti,120000,Diesel,Manual,400000,9
949,2018,Mercedes-Benz E-Class Exclusive E 220 d BSIV,Mercedes-Benz,15000,Diesel,Automatic,4775000,5
950,2022,Renault Kiger RXE,Renault,25000,Petrol,Manual,580000,1
951,2015,,Maruti,25000,,,500000,8
952,2010,Maruti Swift Dzire VXi,Maruti,77000,Petrol,Manual,220000,13
953,2009,Ford Fiesta 1.6 SXI ABS Duratec,Ford,90000,Petrol,Manual,145000,14
954,2015,Mercedes-Benz S-Class S 350 CDI,Mercedes-Benz,40000,Diesel,Automatic,5100000,8
955,2017,Datsun RediGO 1.0 S,Datsun,40000,Petrol,Manual,260000,6
956,2014,Hyundai i10 Sportz 1.1L,Hyundai,70000,Petrol,Manual,286000,9
957,2015,Maruti Swift VDI Optional,Maruti,60000,Diesel,Manual,500000,8
958,2022,Mercedes-Benz E-Class Expression E 220d,Mercedes-Benz,20000,Diesel,Automatic,7625000,1
959,2015,,Maruti,25000,,,500000,8
960,2011,Maruti Alto LXi,Maruti,50000,Petrol,Manual,139000,12
961,2018,Maruti Alto K10 VXI AMT,Maruti,40000,Petrol,Automatic,300000,5
962,2011,Hyundai i20 1.2 Asta,Hyundai,120000,Petrol,Manual,230000,12
963,2018,Renault Duster Petrol RXS CVT,Renault,21000,Petrol,Automatic,855000,5
964,2016,Maruti Celerio VXI AT,Maruti,20000,Petrol,Automatic,455000,7
965,2015,Mahindra Scorpio S2 9 Seater,Mahindra,120000,Diesel,Manual,721000,8
966,2015,Hyundai i20 Magna 1.2,Hyundai,80000,Petrol,Manual,350000,8
967,2015,,Maruti,25000,,,500000,8
968,2012,Mahindra XUV500 W8 FWD,Mahindra,56000,Diesel,Manual,595000,11
969,2007,Honda Civic 1.8 S AT,Honda,105000,Petrol,Automatic,425000,16
